start_ip,end_ip,join_key,name,domain,type,asn,as_name,as_domain,as_type,country,
119.92.94.107,119.92.94.107,119.92.0.0,SMETRC2020021867898_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.8.14.224,12.8.14.231,12.8.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.63.128.49,108.63.128.51,108.63.0.0,Primus Telecommunications Canada Inc.,primus.ca,isp,AS6407,Primus Telecommunications Canada Inc.,primus.ca,isp,CA,
108.168.211.176,108.168.211.183,108.168.0.0,SoftLayer Technologies Inc.,ibm.com,isp,AS36351,SoftLayer Technologies Inc.,softlayer.com,isp,IN,
12.53.33.248,12.53.33.255,12.53.0.0,TRANSWOOD INC,transwood.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.208.123.40,122.208.123.47,122.208.0.0,"Live Revolution Co., Ltd.",live-revolution.co.jp,business,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
101.231.212.160,101.231.212.175,101.231.0.0,Shanghai to luxuriant place an industry of limited company,sts.sh.cn,business,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN,
108.77.52.96,108.77.52.103,108.77.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
111.160.73.0,111.160.73.3,111.160.0.0,"Synnex Technology International Corporation,Tianjin Branch",synnex.com,business,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
12.13.20.192,12.13.20.199,12.13.0.0,CMI LIMITED CO,cmilc.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.178.60.48,108.178.60.55,108.178.0.0,SingleHop LLC,inap.com,hosting,AS32475,SingleHop LLC,singlehop.com,hosting,MX,
122.52.176.29,122.52.176.29,122.52.0.0,SMEBLR2020102763387_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
108.218.204.144,108.218.204.151,108.218.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
115.147.63.52,115.147.63.52,115.147.0.0,SMEDGN2022013143311_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.3.151.75,122.3.151.75,122.3.0.0,SMESMS2016111731498_ITLOGERZ INTERNET CAFE,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
115.125.25.72,115.125.25.79,115.125.0.0,ARTERIA Networks Corp.,arteria-hikari.net,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
104.177.161.224,104.177.161.231,104.177.0.0,Ava karas Inc.,ava-karasvught.nl,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
119.92.145.138,119.92.145.138,119.92.0.0,44-8155575_DITCHE KO.COM,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.212.198.144,122.212.198.159,122.212.0.0,broadgate,broadgateinc.com,business,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
108.63.172.1,108.63.172.63,108.63.0.0,Primus Telecommunications Canada Inc.,primus.ca,isp,AS6407,Primus Telecommunications Canada Inc.,primus.ca,isp,CA,
113.37.137.168,113.37.137.183,113.37.0.0,ARTERIA Networks Corp.,arteria-hikari.net,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
119.92.79.93,119.92.79.93,119.92.0.0,82-2720727_NONA NANEEN DEGUILMO,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.52.132.213,122.52.132.213,122.52.0.0,RBGKOR2017072152089_FIRST STANDARD FINANCE CORPORATION-KOR,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
116.228.198.224,116.228.198.227,116.228.0.0,"SHANGHAI SMART NETWORK CO., LTD.",online.sh.cn,isp,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN,
108.168.128.88,108.168.128.111,108.168.0.0,SoftLayer Technologies Inc.,ibm.com,isp,AS36351,SoftLayer Technologies Inc.,softlayer.com,isp,US,
107.158.197.48,107.158.197.63,107.158.0.0,Eonix Corporation,eonix.net,hosting,AS62904,Eonix Corporation,serverhub.com,hosting,US,
115.42.227.128,115.42.227.135,115.42.0.0,SingNet,singnet.com.sg,isp,AS3758,SingNet,singnet.com.sg,isp,SG,
12.172.141.128,12.172.149.87,12.172.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.174.192.112,12.174.192.119,12.174.0.0,AIMTRON CORPORATION,aimtron.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.31.229.136,12.31.229.143,12.31.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
109.2.238.124,109.2.238.127,109.2.0.0,Static IP,informatiquecorse.fr,business,AS15557,Societe Francaise Du Radiotelephone - SFR SA,sfr.fr,isp,FR,
108.168.143.192,108.168.143.207,108.168.0.0,MaxMind LLC,maxmind.com,business,AS36351,SoftLayer Technologies Inc.,softlayer.com,isp,US,
113.42.190.40,113.42.190.47,113.42.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
122.3.206.146,122.3.206.146,122.3.0.0,SMEDPG2021120724819_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
107.208.136.144,107.208.136.199,107.208.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
107.215.174.0,107.215.174.7,107.215.0.0,CHEVRON FOOD MART02062013184517118,chevron.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.181.67.192,12.181.67.199,12.181.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
117.102.90.0,117.102.90.63,117.102.0.0,ASTRA GRAPHIA,astragraphia.co.id,business,AS17451,BIZNET NETWORKS,biznetnetworks.com,isp,ID,
113.36.119.24,113.36.119.31,113.36.0.0,OTSUKA CORPORATION,otsuka-shokai.co.jp,business,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
108.176.32.224,108.176.32.231,108.176.0.0,"ALL IN THE CARDS, INC.",allinthecards.com,business,AS12271,Charter Communications Inc,charter.com,isp,US,
12.230.10.40,12.230.10.47,12.230.0.0,BROADBAND VOICE LLC-UNIT WAY,fuse.cloud,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
1.189.0.0,1.189.255.255,1.189.0.0,China Unicom Heilongjiang province network,chinaunicom.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
12.24.203.72,12.24.203.79,12.24.0.0,CLEAN HARBORS ENVIRONMENT,safety-kleen.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.186.215.240,12.186.215.255,12.186.0.0,SPRINGDALE PUBLIC SCHOOLS,sdale.org,education,AS7018,"AT&T Services, Inc.",att.com,isp,US,
1.179.133.108,1.179.133.111,1.179.0.0,"napa sao,Amnat Charoen Province",ntplc.co.th,business,AS131293,TOT Public Company Limited,tot.co.th,isp,TH,
118.175.73.44,118.175.73.47,118.175.0.0,TOT PLC Broadband CustomerID 035354099 Thailand,tot.co.th,isp,AS23969,TOT Public Company Limited,ntplc.co.th,isp,TH,
12.189.80.208,12.189.80.215,12.189.0.0,"NSK, LLC.",dsisystemsinc.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.5.60.40,12.5.60.47,12.5.0.0,GTT COMMUNICATIONS INC-DELL T,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
116.197.134.236,116.197.134.239,116.197.0.0,PT. CBA Malimping,fiber.net.id,isp,AS58369,PT. Fiber Networks Indonesia,fiber.net.id,isp,ID,
122.227.214.84,122.227.214.87,122.227.0.0,NINGBOHAILIDEJINCHUKOU LTD,nbtelecom.com,business,AS136188,"NINGBO, ZHEJIANG Province, P.R.China.",chinatelecom.cn,isp,CN,
121.97.81.64,121.97.81.79,121.97.0.0,Bayan Broadband - ATC_Stag_Philippines,bayan.com.ph,isp,AS6648,"Bayan Telecommunications, Inc.",globe.com.ph,isp,PH,
117.102.95.24,117.102.95.31,117.102.0.0,DESIGNSTREAM INDONESIA,biznetnetworks.com,isp,AS38482,Biznet ISP,biznetnetworks.com,isp,ID,
122.52.101.111,122.52.101.111,122.52.0.0,CBG201710020073186_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.54.203.225,122.54.203.225,122.54.0.0,SMEGUM2022062799845_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.232.93.136,12.232.93.143,12.232.0.0,YOSEMITE PATHOLOGY MEDICAL GRO,ypmg.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
115.238.252.0,115.238.253.63,115.238.0.0,CHINANET-ZJ Lishui node network,lsptt.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
122.146.1.112,122.146.1.127,122.146.0.0,"New Century InfoComm Tech. Co., Ltd.",tycofp.com,isp,AS9919,"New Century InfoComm Tech Co., Ltd.",seed.net.tw,isp,TW,
108.23.39.0,108.23.39.15,108.23.0.0,LENSCRAFTERS,lenscrafters.com,business,AS5650,"Frontier Communications of America, Inc.",frontier.com,isp,US,
12.15.42.64,12.15.44.15,12.15.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
113.37.243.224,113.37.243.255,113.37.0.0,UCOM Corporation,ucom.ne.jp,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
119.93.11.231,119.93.11.231,119.93.0.0,"CBGIMU2015010567342_PHILIPPINE PIZZA, INC.",pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.3.89.126,122.3.89.126,122.3.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.54.123.220,122.54.123.220,122.54.0.0,CBGCBY2016071235987_ORIX METRO LEASING & FINANCE CORPORATION,orix.com.ph,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
124.107.163.198,124.107.163.198,124.107.0.0,18-3281946_INFOFAST COMPUTER CENTER,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.34.218.24,12.34.218.31,12.34.0.0,BROOKS  MALDINI,brooks-maldini.net,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
115.236.78.92,115.236.78.95,115.236.0.0,lulongwu,139.com,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
124.105.107.88,124.105.107.88,124.105.0.0,CBG_BCD2011092592928_KENTUCKY FRIED CHICKEN,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.183.236.168,12.183.236.175,12.183.0.0,TOOL-SMITH COMPANY,toolsmith.ws,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.105.218.168,12.105.218.175,12.105.0.0,PREMIER SERVICE COMPANY,premierservicecompany.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
119.93.101.29,119.93.101.29,119.93.0.0,smetmu2017031786200_WESTERN PACIFIC AVIATION CORPORATION,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
104.167.214.64,104.167.214.95,104.167.0.0,Keaton Alexander Guger Lair,kagl.me,business,AS970,Keaton Alexander Guger Lair,kagl.me,business,CA,
124.107.194.120,124.107.194.127,124.107.0.0,2-6967035_BIZDIRECT INC,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.96.20.72,12.96.20.127,12.96.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.146.26.88,12.146.26.95,12.146.0.0,CALL ONE INC,calloneinc.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.205.195.16,12.205.195.23,12.205.0.0,FRED DAVID INTERNATIONAL,comovintage.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.4.156.128,12.4.156.135,12.4.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
102.22.219.227,102.22.219.227,102.22.0.0,Oladipo Abiodun (support@ngcomworld) ( 08090203800),ngcomnetworks.com,isp,AS37347,NGCOM,ngcomworld.com,isp,NG,
124.105.19.251,124.105.19.251,124.105.0.0,CBGSRO2017010572746_SHOEMART INC - STA. ROSA,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
108.76.75.192,108.76.75.199,108.76.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
107.135.134.8,107.135.134.15,107.135.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.226.200.144,12.226.200.151,12.226.0.0,"SIVERADO CONTRACTORS, INC",silveradocontractors.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
104.185.17.112,104.185.17.119,104.185.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
107.219.224.192,107.219.224.231,107.219.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
124.105.23.141,124.105.23.141,124.105.0.0,SMETAY2015112409168_RENTOKIL INITIAL (PHILIPPINES) INC.,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.3.89.220,122.3.89.220,122.3.0.0,SMEALA2018060782415_ADPARAMETRIK INC.,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.53.114.100,122.53.114.103,122.53.0.0,100666553_MIGHTY CORPORATION,mightycorp.com.ph,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.147.97.80,12.147.97.87,12.147.0.0,A-1 AIRPORT LIMOUSINE SERVICE IN,a1limousine.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.105.18.224,12.105.21.191,12.105.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.18.107.0,12.18.107.15,12.18.0.0,MT BANKFINANCIAL ADMINISTRAT,mtb.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.3.121.180,122.3.121.180,122.3.0.0,"SMEDVO2016080842226_NORTH ZEN BASIC SPACES, INC.",pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
108.167.167.167,108.167.167.167,108.167.0.0,WEBSITEWELCOME.COM (gator1853.hostgator.com),websitewelcome.com,business,AS46606,Unified Layer,endurance.com,hosting,US,
103.233.154.240,103.233.154.247,103.233.0.0,SOLUSI JAYA NUSANTARA,sijaya.id,isp,AS17451,BIZNET NETWORKS,biznetnetworks.com,isp,ID,
116.236.229.188,116.236.229.191,116.236.0.0,"Ai Mo Er Electronics Technology CO.,LTD",dsf.com,business,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN,
12.33.232.184,12.33.232.191,12.33.0.0,MT BANKFINANCIAL ADMINISTRAT,mtb.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
121.26.224.0,121.26.237.255,121.26.0.0,Chengde nanyuan company,cnc.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
12.39.26.232,12.39.26.239,12.39.0.0,NECA IBEW LOCAL 176 JATC,ibewlocal176.org,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
104.148.0.0,104.148.0.255,104.148.0.0,Root Networks LLC,rootnetworks.com,business,AS46573,LayerHost,layerhost.com,hosting,US,
12.147.95.160,12.147.95.167,12.147.0.0,FAIREY CHEVROLET,faireychevrolet.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.239.36.0,12.239.37.255,12.239.0.0,SBC IS WIFI OPERATIONS,sbc.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
115.238.143.184,115.238.143.187,115.238.0.0,shanghai zhongduyinyetouziguanli ltd ningbo fengongsi,nbtelecom.com,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
110.224.192.0,110.224.255.255,110.224.0.0,"Bharti Airtel Ltd, 1 Malviya Nagar Bhopal Madhya Pradesh 462003",airtel.com,isp,AS45609,Bharti Airtel Ltd. AS for GPRS Service,airtel.com,isp,IN,
114.160.39.136,114.160.39.143,114.160.0.0,NTT COMMUNICATIONS CORPORATION,ntt.com,isp,AS4713,NTT Communications Corporation,ntt.com,isp,JP,
12.25.190.160,12.25.190.167,12.25.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.24.176.232,12.24.176.239,12.24.0.0,"CARGILL, INCORPORATED",cargill.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.3.149.1,122.3.149.1,122.3.0.0,183221353_MARK LESTER TAN BARIN,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
104.245.145.96,104.245.145.103,104.245.0.0,Amanah Tech Inc.,amanah.com,hosting,AS32489,Amanah Tech Inc.,amanah.com,hosting,US,
12.222.167.136,12.222.167.143,12.222.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
104.161.58.128,104.161.58.191,104.161.0.0,Input Output Flood LLC,ioflood.com,hosting,AS53755,Input Output Flood LLC,ioflood.com,hosting,US,
104.48.48.72,104.48.48.79,104.48.0.0,Interface Security Systems,interfacesystems.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
104.227.58.128,104.227.58.255,104.227.0.0,Brick Run Media,brickrunmedia.com,business,AS55286,B2 Net Solutions Inc.,servermania.com,isp,US,
12.180.25.248,12.180.25.255,12.180.0.0,AMERICAN AXLE AND MANUFACTURI,americanaxleandmanufacturing.sucks,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.168.193.24,108.168.193.67,108.168.0.0,SoftLayer,ibm.com,isp,AS36351,SoftLayer Technologies Inc.,softlayer.com,isp,US,
12.97.180.160,12.97.180.167,12.97.0.0,REDS INDOOR RANGE NORTH,redsguns.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.209.26.32,12.209.26.47,12.209.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
107.209.147.248,107.209.147.255,107.209.0.0,Melissa Rhodes01292013100014899,mrhodescpa.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.58.10.216,108.58.10.223,108.58.0.0,Static IP Services,cv.net,business,AS6128,Cablevision Systems Corp.,cablevision.com,isp,US,
108.246.50.144,108.246.50.159,108.246.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.223.50.248,108.223.50.255,108.223.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.209.132.208,122.209.132.223,122.209.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
103.211.188.0,103.211.191.255,103.211.0.0,Shivansh Infotech pvt Ltd,shivanshinfotech.in,isp,AS58906,Shivansh Infotech pvt Ltd,shivanshinfotech.in,isp,IN,
124.105.88.16,124.105.88.16,124.105.0.0,SMELLN2021102269589_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.235.188.224,12.235.188.231,12.235.0.0,GUARANTY SERVICE GROUP,guaranty.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
115.147.1.21,115.147.1.21,115.147.0.0,CBGCBY2021030963747_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.2.18.88,122.2.18.95,122.2.0.0,1-1785H43_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
114.31.11.96,114.31.11.127,114.31.0.0,Silver Package,smile.com.bd,business,AS7565,BDCOM-BD,bdcom.com,isp,BD,
122.226.83.128,122.226.83.131,122.226.0.0,Huang Xinting,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
107.151.125.232,107.151.125.247,107.151.0.0,zhong ya ying,1ue.com,business,AS132839,POWER LINE DATACENTER,powerline.hk,hosting,CN,
119.177.128.132,119.177.128.191,119.177.0.0,China Unicom Shandong Province Network,chinaunicom.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
12.9.148.112,12.9.148.127,12.9.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
109.168.26.172,109.168.26.175,109.168.0.0,GIFT COMPANY ITALY S.N.C: . - 6500451,gift-company.com,business,AS5602,IRIDEOS S.P.A.,irideos.it,hosting,IT,
12.236.3.24,12.236.3.31,12.236.0.0,"METTEL COMMUNICATIONS-GAP, IN",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.226.71.120,122.226.71.123,122.226.0.0,CHINANET-ZJ Jinhua node network,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
108.166.191.32,108.166.191.39,108.166.0.0,WebHostingBuzz USA LLC,webhostingbuzz.com,business,AS13354,zColo,zcolo.com,hosting,US,
122.3.32.24,122.3.32.31,122.3.0.0,45-4912498_COLLEGE OF THE HOLY SPIRIT OF TARLAC,chst.edu.ph,education,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
107.151.209.112,107.151.209.119,107.151.0.0,xiyue,chinaddoscdn.com,business,AS21859,Zenlayer Inc,zenlayer.com,hosting,CN,
119.92.254.88,119.92.254.88,119.92.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.2.38.32,122.2.38.39,122.2.0.0,RBGPSY2013102359190_COB-SAN PEDRO RUFFA GAYLA O.-Philippine Fashion Week,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.207.38.72,12.207.38.79,12.207.0.0,"BEST BUY CO, INC.",bestbuy.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.223.53.192,108.223.53.207,108.223.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.184.188.240,12.184.188.247,12.184.0.0,GARRETT  GARRETT,adambgarrett.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
119.92.49.20,119.92.49.20,119.92.0.0,CBGBDO2017070655572_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
107.135.135.48,107.135.135.63,107.135.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.198.83.232,12.198.83.239,12.198.0.0,SYSTEMS MATERIAL HANDLING,tvh.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.175.56.24,12.175.56.31,12.175.0.0,FIRST NATIONAL BANK OF LAKE JA,fnblj.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.195.16.216,12.195.16.223,12.195.0.0,NUCOR CORPORATION,nucor.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.227.255.76,122.227.255.79,122.227.0.0,"Ningbo Linde Co.,Ltd",hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
122.3.133.159,122.3.133.159,122.3.0.0,18-4187622_PEACETECH INC (SIGNAL VILLAGE NATIONAL H,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.3.145.60,122.3.145.60,122.3.0.0,74-4244830_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
119.93.13.255,119.93.13.255,119.93.0.0,SMELPC2021042603774_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
104.51.36.96,104.51.36.127,104.51.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
116.228.201.92,116.228.201.95,116.228.0.0,"Shanghai Feixu Network Technology Co., Ltd",sta.net.cn,business,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN,
12.152.160.176,12.152.160.191,12.152.0.0,"TRINITY DIAMONDS DIRECT, LLC",skyrider.net,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.54.41.32,12.54.41.47,12.54.0.0,DWELLWORKS,dwellworks.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
107.129.220.240,107.129.220.247,107.129.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.170.37.160,12.170.37.175,12.170.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
101.231.96.216,101.231.96.223,101.231.0.0,CHINANET SHANGHAI PROVINCE NETWORK,chinatelecom.cn,isp,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN,
122.224.197.204,122.224.197.207,122.224.0.0,Zhejiang jinfeng united autoparts CO.Ltd,hzptt.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
122.156.156.197,122.156.156.197,122.156.0.0,Heihe xunke new build netbar,vip.hl.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
12.183.170.248,12.183.171.31,12.183.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.178.230.240,108.178.230.247,108.178.0.0,Mediacom Communications Corp,mediacomcable.com,isp,AS30036,Mediacom Communications Corp,mediacomcable.com,isp,US,
107.131.34.96,107.131.34.119,107.131.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
119.92.69.67,119.92.69.67,119.92.0.0,18-4241426_City Government of Las Pinas,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
121.28.83.32,121.28.83.63,121.28.0.0,China Unicom Hebei province network,chinaunicom.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
122.169.191.155,122.169.191.255,122.169.0.0,"ABTS AP,",airtel.com,isp,AS24560,"Bharti Airtel Ltd., Telemedia Services",airtel.com,isp,IN,
104.200.140.8,104.200.140.15,104.200.0.0,"Total Server Solutions, LLC",performive.com,business,AS46562,Performive LLC,performive.com,hosting,US,
119.92.152.225,119.92.152.225,119.92.0.0,SMEDVO2017021082289_SHINWARI PISONET,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
124.105.239.17,124.105.239.17,124.105.0.0,CBGMLL2022050611062_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
104.226.42.64,104.226.42.71,104.226.0.0,"Frontier Communications of America, Inc.",frontier.com,isp,AS5650,"Frontier Communications of America, Inc.",frontier.com,isp,US,
