start_ip,end_ip,join_key,asn,domain,name,type,country
2604:2980:f604::,2604:2980:ffff:ffff:ffff:ffff:ffff:ffff,2604:2980:c000::,AS62943,bluebirdnetwork.com,Bluebird Network,isp,US
45.135.204.0,45.135.204.255,45.135.0.0,AS206375,netspeed.com.tr,NETSPEED INTERNET A.S.,isp,TR
240e:e8c:c000::,240e:e8c:ffff:ffff:ffff:ffff:ffff:ffff,240e:e8c:c000::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
2003:1e44:c000::,2003:1e44:ffff:ffff:ffff:ffff:ffff:ffff,2003:1e44:c000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2408:123:4000::,2408:123:7fff:ffff:ffff:ffff:ffff:ffff,2408:123:4000::,AS9595,ntt-me.co.jp,NTT-ME Corporation,isp,JP
2400:25b1::,2400:25b1:3fff:ffff:ffff:ffff:ffff:ffff,2400:25b1::,AS17676,softbank.jp,Softbank BB Corp.,isp,JP
106.42.212.0,106.42.215.255,106.42.0.0,AS137687,chinatelecom.cn,"Luoyang, Henan Province, P.R.China.",isp,CN
158.12.0.0,158.12.255.255,158.12.0.0,AS668,mail.mil,DoD Network Information Center,isp,US
2a02:b14a:4000::,2a02:b14a:7fff:ffff:ffff:ffff:ffff:ffff,2a02:b14a:4000::,AS1267,windtre.it,WIND TRE S.P.A.,isp,IT
211.169.136.0,211.169.177.255,211.169.0.0,AS3786,uplus.co.kr,LG DACOM Corporation,isp,KR
2c0e:cf3::,2c0e:cf3:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:cf3::,AS24863,link.net,Link Egypt (Link.NET),isp,EG
2408:421f:8000::,2408:421f:bfff:ffff:ffff:ffff:ffff:ffff,2408:421f:8000::,AS37963,alibabagroup.com,"Hangzhou Alibaba Advertising Co.,Ltd.",hosting,CN
2a09:c401:c000::,2a09:c401:ffff:ffff:ffff:ffff:ffff:ffff,2a09:c401:c000::,AS13032,knu.ua,Kyiv National Taras Shevchenko University,education,UA
103.164.70.0,103.164.71.255,103.164.0.0,AS139490,maxnetworks.in,Aspt Networks Pvt Ltd,isp,IN
2804:3a08:4000::,2804:3a08:7fff:ffff:ffff:ffff:ffff:ffff,2804:3a08:4000::,AS266066,i9va.net,I9VA TELECOM EIRELI,isp,BR
172.217.64.0,172.217.255.255,172.217.0.0,AS15169,google.com,Google LLC,business,US
240c:c5c6::,240c:c5c6:3fff:ffff:ffff:ffff:ffff:ffff,240c:c5c6::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
2a01:190:15f::,2a01:190:15f:ffff:ffff:ffff:ffff:ffff,2a01:190::,AS51454,crif.com,CRIF GmbH,business,AT
2001:559:95::,2001:559:95:ffff:ffff:ffff:ffff:ffff,2001:559::,AS7016,comcast.com,"Comcast Cable Communications, LLC",isp,US
91.149.168.0,91.149.169.255,91.149.0.0,AS42772,A1.by,Unitary enterprise A1,isp,BY
203.165.0.0,203.165.255.255,203.165.0.0,AS9824,jcom.co.jp,"JCOM Co., Ltd.",isp,JP
2804:4080:4000::,2804:4080:7fff:ffff:ffff:ffff:ffff:ffff,2804:4080:4000::,AS265963,cabralnet.com.br,CABRAL NET TELECOMUNICACAO LTDA - ME,isp,BR
2804:1b2c:c000::,2804:1b2c:ffff:ffff:ffff:ffff:ffff:ffff,2804:1b2c:c000::,AS61713,virtualnetmg.com.br,Virtual Internet Ltda Me,business,BR
2a06:b1c0:4000::,2a06:b1c0:7fff:ffff:ffff:ffff:ffff:ffff,2a06:b1c0:4000::,AS203765,proneteus.pl,PRONETEUS Sp. z o.o.,business,PL
62.67.211.0,62.67.211.255,62.67.0.0,AS61157,plusserver.com,PlusServer GmbH,hosting,DE
2804:4a34:8000::,2804:4a34:bfff:ffff:ffff:ffff:ffff:ffff,2804:4a34:8000::,AS267224,logplayce.com.br,LOGPLAY TELECOM,isp,BR
2a03:c8c4:4000::,2a03:c8c4:7fff:ffff:ffff:ffff:ffff:ffff,2a03:c8c4:4000::,AS50476,groupemutuel.ch,Groupe Mutuel Association,business,CH
2001:82dc:8000::,2001:82dc:bfff:ffff:ffff:ffff:ffff:ffff,2001:82dc:8000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2c0e:2e5b::,2c0e:2e5b:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:2e5b::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
2a00:3fb:4000::,2a00:3fb:7fff:ffff:ffff:ffff:ffff:ffff,2a00:3fb:4000::,AS3209,vodafone.de,Vodafone GmbH,isp,DE
2409:89d6:8000::,2409:89d6:bfff:ffff:ffff:ffff:ffff:ffff,2409:89d6:8000::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
86.102.190.0,86.102.203.255,86.102.0.0,AS12332,rostelecom.ru,PJSC Rostelecom,isp,RU
2a03:e507:8000::,2a03:e507:bfff:ffff:ffff:ffff:ffff:ffff,2a03:e507:8000::,AS35297,dataline.com,Dataline LLC,business,UA
185.21.232.0,185.21.235.255,185.21.0.0,AS199289,kobalt.dk,Kobalt ApS,business,DK
2603:20d2::,2603:20d2:3fff:ffff:ffff:ffff:ffff:ffff,2603:20d2::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2a01:255c:4000::,2a01:255c:7fff:ffff:ffff:ffff:ffff:ffff,2a01:255c:4000::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
2001:8cb2:8000::,2001:8cb2:bfff:ffff:ffff:ffff:ffff:ffff,2001:8cb2:8000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2a02:a8:4000::,2a02:a8:7fff:ffff:ffff:ffff:ffff:ffff,2a02:a8:4000::,AS9188,infoserve.de,InfoServe GmbH,business,DE
2800:bf0:8146::,2800:bf0:8146:ffff:ffff:ffff:ffff:ffff,2800:bf0:8000::,AS52257,telconet.ec,Telconet S.A,isp,EC
2405:4cc0:c000::,2405:4cc0:ffff:ffff:ffff:ffff:ffff:ffff,2405:4cc0:c000::,AS139671,jw.org,CHRISTIAN CONGREGATION OF JEHOVAH'S WITNESSES (AUSTRALASIA) LIMITED,business,AU
79.124.56.0,79.124.56.255,79.124.0.0,AS50360,4vendeta.com,Tamatiya EOOD,isp,BG
170.75.234.0,170.75.239.255,170.75.0.0,AS10655,bna.com,"BUREAU OF NATIONAL AFFAIRS, INC.",business,US
45.10.140.0,45.10.143.255,45.10.0.0,AS47954,a-n-t.ru,Alpha Net Telecom Ltd,isp,RU
85.8.188.0,85.8.191.255,85.8.0.0,AS9009,m247.com,M247 Ltd,hosting,GB
103.129.168.0,103.129.171.255,103.129.0.0,AS131149,host.com.tw,"Yuan-Jhen Info., Co., Ltd",hosting,TW
91.191.160.0,91.191.175.255,91.191.0.0,AS43391,netdirekt.com.tr,Netdirekt A.S.,hosting,TR
72.242.0.0,72.242.34.255,72.242.0.0,AS7029,windstream.com,Windstream Communications LLC,isp,US
185.217.44.0,185.217.47.255,185.217.0.0,AS205477,sennheiser.com,Sennheiser electronic GmbH & Co. KG,business,DE
125.22.46.0,125.22.46.255,125.22.0.0,AS9498,airtel.in,BHARTI Airtel Ltd.,isp,IN
147.75.59.0,147.75.111.255,147.75.0.0,AS54825,packet.com,"Packet Host, Inc.",hosting,US
2a0c:74c5:8000::,2a0c:74c5:bfff:ffff:ffff:ffff:ffff:ffff,2a0c:74c5:8000::,AS204084,datalabs.ae,DATATECH LABS MIDDLE EAST DMCC,business,AE
240c:c9f8:8000::,240c:c9f8:bfff:ffff:ffff:ffff:ffff:ffff,240c:c9f8:8000::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
107.179.106.0,107.179.127.255,107.179.0.0,AS46573,layerhost.com,LayerHost,hosting,US
2804:1264:4000::,2804:1264:7fff:ffff:ffff:ffff:ffff:ffff,2804:1264:4000::,AS263474,verdenet.net.br,VerdeNET Fibra Optica,business,BR
240e:40:4000::,240e:40:7fff:ffff:ffff:ffff:ffff:ffff,240e:40:4000::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
36.255.156.0,36.255.156.255,36.255.0.0,AS45117,ishanitech.biz,Ishan's Network,isp,IN
2001:867a:4000::,2001:867a:7fff:ffff:ffff:ffff:ffff:ffff,2001:867a:4000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2c0f:f0c8:c000::,2c0f:f0c8:ffff:ffff:ffff:ffff:ffff:ffff,2c0f:f0c8:c000::,AS328037,elitehost.co.za,Optify Systems (Pty) Ltd,hosting,ZA
2a0f:3d81:4000::,2a0f:3d81:7fff:ffff:ffff:ffff:ffff:ffff,2a0f:3d81:4000::,AS1239,sprint.net,Sprint,isp,US
2003:1c67::,2003:1c67:3fff:ffff:ffff:ffff:ffff:ffff,2003:1c67::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
170.0.10.0,170.0.11.255,170.0.0.0,AS270088,guajiranet.com,GUAJIRANET ISP S.A.S.,business,CO
2c0e:270c:4000::,2c0e:270c:7fff:ffff:ffff:ffff:ffff:ffff,2c0e:270c:4000::,AS37457,telkom.co.za,Telkom SA Ltd.,isp,ZA
2a05:bf02::,2a05:bf02:3fff:ffff:ffff:ffff:ffff:ffff,2a05:bf02::,AS43260,dgn.net.tr,DGN TEKNOLOJI A.S.,hosting,TR
240d:45c0::,240d:45c0:3fff:ffff:ffff:ffff:ffff:ffff,240d:45c0::,AS133111,cernet.com,"CERNET New Technology Co., Ltd",isp,CN
165.231.188.0,165.231.189.255,165.231.0.0,AS37518,fibergride.com,Fiber Grid INC,isp,SC
2400:2a22:c000::,2400:2a22:ffff:ffff:ffff:ffff:ffff:ffff,2400:2a22:c000::,AS17676,softbank.jp,Softbank BB Corp.,isp,JP
82.175.0.0,82.175.255.255,82.175.0.0,AS13127,t-mobile.nl,T-mobile Netherlands B.V.,isp,NL
65.205.8.0,65.205.32.255,65.205.0.0,AS701,verizonbusiness.com,Verizon Business,isp,US
2a03:1c80:4000::,2a03:1c80:7fff:ffff:ffff:ffff:ffff:ffff,2a03:1c80:4000::,AS25222,stratosglobal.com,Inmarsat Solutions B.V.,isp,NL
211.236.96.0,211.236.97.255,211.236.0.0,AS38692,jbedu.kr,Jeollabukdo Office Of Education Research And Information Institute,education,KR
2602:14::,2602:14:3fff:ffff:ffff:ffff:ffff:ffff,2602:14::,AS209,lumen.com,"CenturyLink Communications, LLC",isp,US
76.98.0.0,76.98.255.255,76.98.0.0,AS33287,comcast.com,"Comcast Cable Communications, LLC",isp,US
2603:f06b:8000::,2603:f06b:bfff:ffff:ffff:ffff:ffff:ffff,2603:f06b:8000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
64.124.133.0,64.124.133.255,64.124.0.0,AS6461,zayo.com,Zayo Bandwidth,isp,US
2c0e:cf5::,2c0e:cf5:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:cf5::,AS24863,link.net,Link Egypt (Link.NET),isp,EG
221.179.40.0,221.179.55.255,221.179.0.0,AS56040,chinamobile.com,China Mobile communications corporation,isp,CN
2a0a:19c6:4000::,2a0a:19c6:7fff:ffff:ffff:ffff:ffff:ffff,2a0a:19c6:4000::,AS206231,netlogix.de,netlogix GmbH & Co. KG,business,DE
103.12.40.0,103.12.41.255,103.12.0.0,AS17557,ptcl.com.pk,Pakistan Telecommunication Company Limited,isp,PK
2800:21ef:4000::,2800:21ef:7fff:ffff:ffff:ffff:ffff:ffff,2800:21ef:4000::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
185.173.76.0,185.173.79.255,185.173.0.0,AS48152,digitalrealty.com,Digital Frankfurt GmbH,business,DE
2a0f:1e83::,2a0f:1e83:0:ffff:ffff:ffff:ffff:ffff,2a0f:1e83::,AS30633,leaseweb.com,"Leaseweb USA, Inc.",hosting,US
115.69.254.0,115.69.255.255,115.69.0.0,AS45415,instanetvasai.com,Vasai Cable Pvt. Ltd.,isp,IN
2400:2cca:8000::,2400:2cca:bfff:ffff:ffff:ffff:ffff:ffff,2400:2cca:8000::,AS17676,softbank.jp,Softbank BB Corp.,isp,JP
2603:f483::,2603:f483:3fff:ffff:ffff:ffff:ffff:ffff,2603:f483::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
2a0e:b502:8000::,2a0e:b502:bfff:ffff:ffff:ffff:ffff:ffff,2a0e:b502:8000::,AS208974,itfriend.de,Benedikt Neuffer,business,DE
2001:1ccc:8000::,2001:1ccc:bfff:ffff:ffff:ffff:ffff:ffff,2001:1ccc:8000::,AS33915,vodafone.nl,Vodafone Libertel B.V.,isp,NL
2800:2e4a:8000::,2800:2e4a:bfff:ffff:ffff:ffff:ffff:ffff,2800:2e4a:8000::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
2a0b:4545:8000::,2a0b:4545:bfff:ffff:ffff:ffff:ffff:ffff,2a0b:4545:8000::,AS42011,onway.ch,Beat Stettler,business,CH
240c:cb53:8000::,240c:cb53:bfff:ffff:ffff:ffff:ffff:ffff,240c:cb53:8000::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
2001:8797::,2001:8797:3fff:ffff:ffff:ffff:ffff:ffff,2001:8797::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2409:86e1:c000::,2409:86e1:ffff:ffff:ffff:ffff:ffff:ffff,2409:86e1:c000::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
2a05:3243:8000::,2a05:3243:bfff:ffff:ffff:ffff:ffff:ffff,2a05:3243:8000::,AS59780,surfboxx.com,SURFBOXX IT-SOLUTIONS GmbH,business,DE
2003:1841:c000::,2003:1841:ffff:ffff:ffff:ffff:ffff:ffff,2003:1841:c000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
129.67.0.0,129.67.255.255,129.67.0.0,AS786,jisc.ac.uk,Jisc Services Limited,education,GB
2603:f25f:4000::,2603:f25f:7fff:ffff:ffff:ffff:ffff:ffff,2603:f25f:4000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
222.39.0.0,222.39.255.255,222.39.0.0,AS9394,chinatietong.com,China TieTong Telecommunications Corporation,isp,CN
80.249.51.0,80.249.61.255,80.249.0.0,AS35832,birmingham.gov.uk,Birmingham City Council,business,GB
2409:4060:c000::,2409:4060:ffff:ffff:ffff:ffff:ffff:ffff,2409:4060:c000::,AS55836,jio.com,Reliance Jio Infocomm Limited,isp,IN
2a01:2993:c000::,2a01:2993:ffff:ffff:ffff:ffff:ffff:ffff,2a01:2993:c000::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
2a04:f246::,2a04:f246:3fff:ffff:ffff:ffff:ffff:ffff,2a04:f246::,AS201825,rosfondom.ru,Rusphone OOO,isp,RU
2a02:88e2:c000::,2a02:88e2:ffff:ffff:ffff:ffff:ffff:ffff,2a02:88e2:c000::,AS5089,virginmedia.com,Virgin Media Limited,isp,GB
2a09:9003:8000::,2a09:9003:bfff:ffff:ffff:ffff:ffff:ffff,2a09:9003:8000::,AS34907,ipservices.pl,IP SERVICES Sp. z.o.o.,business,PL
195.234.39.0,195.234.39.255,195.234.0.0,AS30931,ig.com,IG Index Ltd.,business,GB
2409:88b6:8000::,2409:88b6:bfff:ffff:ffff:ffff:ffff:ffff,2409:88b6:8000::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
2001:4350:3002::,2001:4350:3fff:ffff:ffff:ffff:ffff:ffff,2001:4350::,AS2609,tunisietelecom.tn,Tunisia BackBone AS,isp,TN
2a09:6e83:8000::,2a09:6e83:bfff:ffff:ffff:ffff:ffff:ffff,2a09:6e83:8000::,AS48585,clevernet.de,Clevernet GmbH,isp,DE
165.215.170.0,165.215.191.255,165.215.0.0,AS1975,proquest.com,PROQUEST LLC,business,US
69.42.32.0,69.42.47.255,69.42.0.0,AS18474,aeneas.com,Aeneas Internet Services,business,US
2408:200d:8000::,2408:200d:bfff:ffff:ffff:ffff:ffff:ffff,2408:200d:8000::,AS4608,apnic.net,Asia Pacific Network Information Centre,business,AU
2a01:2b64:4000::,2a01:2b64:7fff:ffff:ffff:ffff:ffff:ffff,2a01:2b64:4000::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
2804:808:8000::,2804:808:bfff:ffff:ffff:ffff:ffff:ffff,2804:808:8000::,AS16735,algartelecom.com.br,ALGAR TELECOM S/A,isp,BR
2a01:1151:4000::,2a01:1151:7fff:ffff:ffff:ffff:ffff:ffff,2a01:1151:4000::,AS5617,orange.pl,Orange Polska Spolka Akcyjna,isp,PL
2001:57c8::,2001:57c8:3fff:ffff:ffff:ffff:ffff:ffff,2001:57c8::,AS1273,vodafone.com,Vodafone Group PLC,isp,EU
170.189.12.0,170.189.12.255,170.189.0.0,AS26517,oxy.com,Occidental Petroleum Corporation,business,US
37.60.159.0,37.60.159.255,37.60.0.0,AS29608,wan2many.net,Absolight SARL,isp,FR
12.32.117.0,12.32.117.255,12.32.0.0,AS64202,chelsio.com,"Chelsio Communications, Inc.",business,US
2003:80d:c000::,2003:80d:ffff:ffff:ffff:ffff:ffff:ffff,2003:80d:c000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2a05:f184::,2a05:f184:3fff:ffff:ffff:ffff:ffff:ffff,2a05:f184::,AS200836,cnd.fr,Centre National de la Danse,business,FR
173.252.64.0,173.252.127.255,173.252.0.0,AS32934,facebook.com,"Facebook, Inc.",business,US
240a:ab38:8000::,240a:ab38:bfff:ffff:ffff:ffff:ffff:ffff,240a:ab38:8000::,AS145522,,,inactive,
2c0e:e2a:c000::,2c0e:e2a:ffff:ffff:ffff:ffff:ffff:ffff,2c0e:e2a:c000::,AS24863,link.net,Link Egypt (Link.NET),isp,EG
43.242.239.0,43.242.239.255,43.242.0.0,AS3491,pccwglobal.com,"PCCW Global, Inc.",isp,US
2003:3e9:4000::,2003:3e9:7fff:ffff:ffff:ffff:ffff:ffff,2003:3e9:4000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2a00:e6b:8000::,2a00:e6b:bfff:ffff:ffff:ffff:ffff:ffff,2a00:e6b:8000::,AS15743,net.de,net.de AG,hosting,DE
2c0e:673:8000::,2c0e:673:bfff:ffff:ffff:ffff:ffff:ffff,2c0e:673:8000::,AS24863,link.net,Link Egypt (Link.NET),isp,EG
2001:57a9::,2001:57a9:3fff:ffff:ffff:ffff:ffff:ffff,2001:57a9::,AS1273,vodafone.com,Vodafone Group PLC,isp,EU
185.159.110.0,185.159.110.255,185.159.0.0,AS210984,avenga.com,Avenga Germany GmbH,business,DE
2401:5840::,2401:5840:3fff:ffff:ffff:ffff:ffff:ffff,2401:5840::,AS132113,connectedoz.com.au,Connected Australia PTY LTD,isp,AU
2600:708e:8000::,2600:708e:bfff:ffff:ffff:ffff:ffff:ffff,2600:708e:8000::,AS6939,he.net,Hurricane Electric LLC,hosting,US
173.234.48.0,173.234.55.255,173.234.0.0,AS395954,leaseweb.com,"Leaseweb USA, Inc.",hosting,US
2001:8e7a::,2001:8e7a:3fff:ffff:ffff:ffff:ffff:ffff,2001:8e7a::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2001:466f:8000::,2001:466f:bfff:ffff:ffff:ffff:ffff:ffff,2001:466f:8000::,AS2119,telenor.no,Telenor Norge AS,isp,NO
2001:2380:8000::,2001:2380:bfff:ffff:ffff:ffff:ffff:ffff,2001:2380:8000::,AS1299,teliacompany.com,Telia Company AB,isp,SE
2c0e:2136:8000::,2c0e:2136:bfff:ffff:ffff:ffff:ffff:ffff,2c0e:2136:8000::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
174.109.0.0,174.109.255.255,174.109.0.0,AS11426,charter.com,Charter Communications Inc,isp,US
2a0a:7a02::,2a0a:7a02:3fff:ffff:ffff:ffff:ffff:ffff,2a0a:7a02::,AS61317,heficed.com,IPXO UK LIMITED,isp,GB
2804:63cc:c000::,2804:63cc:ffff:ffff:ffff:ffff:ffff:ffff,2804:63cc:c000::,AS269384,lognet.ca,Lognet Serviços de Telecomunicações EIRELI,isp,BR
2003:11e8:c000::,2003:11e8:ffff:ffff:ffff:ffff:ffff:ffff,2003:11e8:c000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2409:8047:8000::,2409:8047:bfff:ffff:ffff:ffff:ffff:ffff,2409:8047:8000::,AS24445,chinamobile.com,"Henan Mobile Communications Co.,Ltd",isp,CN
240a:a721::,240a:a721:3fff:ffff:ffff:ffff:ffff:ffff,240a:a721::,AS144475,,,inactive,
2003:964:c000::,2003:964:ffff:ffff:ffff:ffff:ffff:ffff,2003:964:c000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2409:86ae:8000::,2409:86ae:bfff:ffff:ffff:ffff:ffff:ffff,2409:86ae:8000::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
2600:bcce:4000::,2600:bcce:7fff:ffff:ffff:ffff:ffff:ffff,2600:bcce:4000::,AS54600,raksmart.com,PEG TECH INC,hosting,US
2a09:f1c2::,2a09:f1c2:3fff:ffff:ffff:ffff:ffff:ffff,2a09:f1c2::,AS57756,net.ru,Telefonica LLC,business,RU
31.27.96.0,31.27.111.255,31.27.0.0,AS30722,vodafone.it,Vodafone Italia S.p.A.,isp,IT
50.31.241.0,50.31.241.255,50.31.0.0,AS13213,uk2group.com,UK-2 Limited,hosting,GB
37.156.80.0,37.156.95.255,37.156.0.0,AS29413,komro.net,KOMRO Gesellschaft fuer Telekommunikation mit beschraenkter Haftung,isp,DE
83.229.109.0,83.229.109.255,83.229.0.0,AS29287,wienenergie.at,Wien Energie GmbH,isp,AT
185.226.48.0,185.226.51.255,185.226.0.0,AS29608,wan2many.net,Absolight SARL,isp,FR
157.175.0.0,157.175.255.255,157.175.0.0,AS16509,amazon.com,"Amazon.com, Inc.",hosting,US
78.181.177.0,78.181.177.255,78.181.0.0,AS47331,ttnet.com.tr,TTNet A.S.,isp,TR
2a0c:6cc5:c000::,2a0c:6cc5:ffff:ffff:ffff:ffff:ffff:ffff,2a0c:6cc5:c000::,AS203082,forward3d.com,FORWARD 3D LIMITED,business,GB
240a:c1c4::,240a:c1c4:3fff:ffff:ffff:ffff:ffff:ffff,240a:c1c4::,AS137726,pcitc.com,China Petroleum & Chemical Corporation,business,CN
2603:251b:c000::,2603:251b:ffff:ffff:ffff:ffff:ffff:ffff,2603:251b:c000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2600:bcda:8000::,2600:bcda:bfff:ffff:ffff:ffff:ffff:ffff,2600:bcda:8000::,AS54600,raksmart.com,PEG TECH INC,hosting,US
117.102.0.0,117.102.9.255,117.102.0.0,AS38710,worldcall.net.pk,Worldcall Broadband Limited,isp,PK
204.13.247.0,204.13.247.255,204.13.0.0,AS394836,emoneyadvisor.com,eMoney Advisor,business,US
2001:2c72:4000::,2001:2c72:7fff:ffff:ffff:ffff:ffff:ffff,2001:2c72:4000::,AS1299,teliacompany.com,Telia Company AB,isp,SE
2409:8ae8::,2409:8ae8:3fff:ffff:ffff:ffff:ffff:ffff,2409:8ae8::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
2c0e:2d61:c000::,2c0e:2d61:ffff:ffff:ffff:ffff:ffff:ffff,2c0e:2d61:c000::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
240a:cd3a:8000::,240a:cd3a:bfff:ffff:ffff:ffff:ffff:ffff,240a:cd3a:8000::,AS137726,pcitc.com,China Petroleum & Chemical Corporation,business,CN
2003:7cd:8000::,2003:7cd:bfff:ffff:ffff:ffff:ffff:ffff,2003:7cd:8000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
199.184.232.0,199.184.235.255,199.184.0.0,AS13691,mcckc.edu,Metropolitan Community College,education,US
2a09:d987:c000::,2a09:d987:ffff:ffff:ffff:ffff:ffff:ffff,2a09:d987:c000::,AS209681,dce.bg,Deltacom Electronics Ltd.,business,BG
69.194.4.0,69.194.5.255,69.194.0.0,AS396163,bagrin.com,"My Digital Shield, Inc.",isp,US
2603:21bb:8000::,2603:21bb:bfff:ffff:ffff:ffff:ffff:ffff,2603:21bb:8000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
240a:af5b:c000::,240a:af5b:ffff:ffff:ffff:ffff:ffff:ffff,240a:af5b:c000::,AS146581,,,inactive,
2a04:5883::,2a04:5883:3fff:ffff:ffff:ffff:ffff:ffff,2a04:5883::,AS34759,bancaditalia.it,BANCA D'ITALIA,business,IT
240c:c49a:8000::,240c:c49a:bfff:ffff:ffff:ffff:ffff:ffff,240c:c49a:8000::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
2a04:2ec2:4000::,2a04:2ec2:7fff:ffff:ffff:ffff:ffff:ffff,2a04:2ec2:4000::,AS60849,ilevant.com,iLevant FZE,isp,AE
2001:67c:1598::,2001:67c:1598:ffff:ffff:ffff:ffff:ffff,2001:67c::,AS24642,caveo.nl,Caveo Internet BV,business,NL
2a0c:d540:1112::,2a0c:d540:3fff:ffff:ffff:ffff:ffff:ffff,2a0c:d540::,AS60159,euroline.com.ua,EUROLINE UKRAINE LLC,business,UA
2a02:c7e:8000::,2a02:c7e:bfff:ffff:ffff:ffff:ffff:ffff,2a02:c7e:8000::,AS5607,sky.com,Sky UK Limited,isp,GB
45.132.132.0,45.132.135.255,45.132.0.0,AS208495,bts.com.cy,Bolton Technologies LTD,business,CY
122.156.0.0,122.156.255.255,122.156.0.0,AS4837,chinaunicom.cn,CHINA UNICOM China169 Backbone,isp,CN
65.7.64.0,65.7.127.255,65.7.0.0,AS6389,att.com,AT&T Corp.,isp,US
2603:f64d::,2603:f64d:3fff:ffff:ffff:ffff:ffff:ffff,2603:f64d::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
29.234.0.0,29.234.255.255,29.234.0.0,AS749,mail.mil,DoD Network Information Center,isp,US
2c0e:619:4000::,2c0e:619:7fff:ffff:ffff:ffff:ffff:ffff,2c0e:619:4000::,AS24863,link.net,Link Egypt (Link.NET),isp,EG
240a:af60:8000::,240a:af60:bfff:ffff:ffff:ffff:ffff:ffff,240a:af60:8000::,AS146586,,,inactive,
65.197.234.0,65.197.234.255,65.197.0.0,AS22610,cvty.com,"Coventry Health Care, Inc.",business,US
2603:a088::,2603:a088:3fff:ffff:ffff:ffff:ffff:ffff,2603:a088::,AS395662,ozarksgo.net,"OzarksGo, LLC",isp,US
2603:309c::,2603:309c:3fff:ffff:ffff:ffff:ffff:ffff,2603:309c::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2003:3ee::,2003:3ee:3fff:ffff:ffff:ffff:ffff:ffff,2003:3ee::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
154.62.231.0,154.62.231.255,154.62.0.0,AS202766,codinet.es,Servicios Digitales Codinet S.L.,isp,ES
2a0d:5801::,2a0d:5801:3fff:ffff:ffff:ffff:ffff:ffff,2a0d:5801::,AS34422,lpghc.com,LPG HC,business,FR
45.119.157.0,45.119.158.255,45.119.0.0,AS56300,myrepublic.net,MyRepublic Ltd.,isp,SG
63.175.234.0,63.175.255.255,63.175.0.0,AS1239,sprint.net,Sprint,isp,US
190.40.0.0,190.40.255.255,190.40.0.0,AS6147,telefonica.com.pe,Telefonica del Peru S.A.A.,isp,PE
212.28.247.0,212.28.247.255,212.28.0.0,AS9051,idm.net.lb,IncoNet Data Management sal,isp,LB
2a06:7ec5:c000::,2a06:7ec5:ffff:ffff:ffff:ffff:ffff:ffff,2a06:7ec5:c000::,AS201011,as33891.net,AS33891 Netzbetrieb GmbH,hosting,DE
